element,round,kickoff_time,fixture,opponent_team,was_home,minutes,total_points
0,1,2018-08-12T15:00:00Z,0,12,True,90,3
0,2,2018-08-18T16:30:00Z,13,5,False,90,3
0,3,2018-08-25T14:00:00Z,20,18,True,90,3
0,4,2018-09-02T12:30:00Z,32,4,False,90,1
0,5,2018-09-15T14:00:00Z,45,14,False,90,2
0,6,2018-09-23T15:00:00Z,50,7,True,90,11
0,7,2018-09-29T14:00:00Z,60,17,True,45,1
0,8,2018-10-07T11:00:00Z,73,8,False,0,0
0,9,2018-10-22T19:00:00Z,80,10,True,0,0
0,10,2018-10-28T13:30:00Z,92,6,False,0,0
0,11,2018-11-03T17:30:00Z,100,11,True,0,0
0,12,2018-11-11T16:30:00Z,110,19,True,0,0
0,13,2018-11-25T13:30:00Z,120,1,False,0,0
0,14,2018-12-02T14:05:00Z,130,16,True,0,0
0,15,2018-12-05T20:00:00Z,144,13,False,0,0
0,16,2018-12-08T15:00:00Z,150,9,True,0,0
0,17,2018-12-16T13:30:00Z,166,15,False,0,0
0,18,2018-12-22T12:30:00Z,170,3,True,0,0
0,19,2018-12-26T17:15:00Z,180,2,False,0,0
0,20,2018-12-29T17:30:00Z,195,11,False,0,0
0,21,2019-01-01T15:00:00Z,200,8,True,0,0
0,22,2019-01-12T12:30:00Z,219,18,False,0,0
0,23,2019-01-19T17:30:00Z,220,5,True,0,0
0,24,2019-01-29T19:45:00Z,230,4,True,0,0
0,25,2019-02-03T16:30:00Z,247,12,False,0,0
0,26,2019-02-09T15:00:00Z,253,9,False,0,0
0,27,2019-02-24T14:05:00Z,260,15,True,0,0
0,28,2019-02-27T19:45:00Z,270,1,True,0,0
0,29,2019-03-02T12:30:00Z,286,16,False,0,0
0,30,2019-03-10T16:30:00Z,290,13,True,0,0
0,32,2019-04-01T19:00:00Z,310,14,True,0,0
0,33,2019-04-07T13:05:00Z,322,7,False,0,0
0,34,2019-04-15T19:00:00Z,339,17,False,0,0
0,35,2019-04-21T15:00:00Z,340,6,True,0,0
0,35,2019-04-24T18:45:00Z,309,19,False,0,0
0,36,2019-04-28T11:00:00Z,354,10,False,0,0
0,37,2019-05-05T15:30:00Z,360,2,True,0,0
0,38,2019-05-12T14:00:00Z,371,3,False,0,0
1,1,2018-08-12T15:00:00Z,0,12,True,0,0
1,2,2018-08-18T16:30:00Z,13,5,False,0,0
1,3,2018-08-25T14:00:00Z,20,18,True,0,0
1,4,2018-09-02T12:30:00Z,32,4,False,0,0
1,5,2018-09-15T14:00:00Z,45,14,False,0,0
1,6,2018-09-23T15:00:00Z,50,7,True,0,0
1,7,2018-09-29T14:00:00Z,60,17,True,45,2
1,8,2018-10-07T11:00:00Z,73,8,False,90,3
1,9,2018-10-22T19:00:00Z,80,10,True,90,2
1,10,2018-10-28T13:30:00Z,92,6,False,90,1
1,11,2018-11-03T17:30:00Z,100,11,True,90,3
1,12,2018-11-11T16:30:00Z,110,19,True,90,4
1,13,2018-11-25T13:30:00Z,120,1,False,90,3
1,14,2018-12-02T14:05:00Z,130,16,True,90,2
1,15,2018-12-05T20:00:00Z,144,13,False,90,2
1,16,2018-12-08T15:00:00Z,150,9,True,90,7
1,17,2018-12-16T13:30:00Z,166,15,False,90,2
1,18,2018-12-22T12:30:00Z,170,3,True,90,2
1,19,2018-12-26T17:15:00Z,180,2,False,90,2
1,20,2018-12-29T17:30:00Z,195,11,False,90,1
1,21,2019-01-01T15:00:00Z,200,8,True,90,3
1,22,2019-01-12T12:30:00Z,219,18,False,90,2
1,23,2019-01-19T17:30:00Z,220,5,True,90,6
1,24,2019-01-29T19:45:00Z,230,4,True,90,2
1,25,2019-02-03T16:30:00Z,247,12,False,90,5
1,26,2019-02-09T15:00:00Z,253,9,False,90,3
1,27,2019-02-24T14:05:00Z,260,15,True,90,7
1,28,2019-02-27T19:45:00Z,270,1,True,90,3
1,29,2019-03-02T12:30:00Z,286,16,False,90,2
1,30,2019-03-10T16:30:00Z,290,13,True,90,9
1,32,2019-04-01T19:00:00Z,310,14,True,90,6
1,33,2019-04-07T13:05:00Z,322,7,False,90,3
1,34,2019-04-15T19:00:00Z,339,17,False,90,6
1,35,2019-04-21T15:00:00Z,340,6,True,90,2
1,35,2019-04-24T18:45:00Z,309,19,False,90,1
1,36,2019-04-28T11:00:00Z,354,10,False,90,4
1,37,2019-05-05T15:30:00Z,360,2,True,90,3
1,38,2019-05-12T14:00:00Z,371,3,False,90,3
2,1,2018-08-12T15:00:00Z,0,12,True,0,0
2,2,2018-08-18T16:30:00Z,13,5,False,0,0
2,3,2018-08-25T14:00:00Z,20,18,True,0,0
2,4,2018-09-02T12:30:00Z,32,4,False,0,0
2,5,2018-09-15T14:00:00Z,45,14,False,0,0
2,6,2018-09-23T15:00:00Z,50,7,True,0,0
2,7,2018-09-29T14:00:00Z,60,17,True,0,0
2,8,2018-10-07T11:00:00Z,73,8,False,0,0
2,9,2018-10-22T19:00:00Z,80,10,True,0,0
2,10,2018-10-28T13:30:00Z,92,6,False,0,0
2,11,2018-11-03T17:30:00Z,100,11,True,0,0
2,12,2018-11-11T16:30:00Z,110,19,True,0,0
2,13,2018-11-25T13:30:00Z,120,1,False,0,0
2,14,2018-12-02T14:05:00Z,130,16,True,0,0
2,15,2018-12-05T20:00:00Z,144,13,False,0,0
2,16,2018-12-08T15:00:00Z,150,9,True,0,0
2,17,2018-12-16T13:30:00Z,166,15,False,90,0
2,18,2018-12-22T12:30:00Z,170,3,True,0,0
2,19,2018-12-26T17:15:00Z,180,2,False,69,2
2,20,2018-12-29T17:30:00Z,195,11,False,45,1
2,21,2019-01-01T15:00:00Z,200,8,True,90,2
2,22,2019-01-12T12:30:00Z,219,18,False,90,2
2,23,2019-01-19T17:30:00Z,220,5,True,90,15
2,24,2019-01-29T19:45:00Z,230,4,True,0,0
2,25,2019-02-03T16:30:00Z,247,12,False,90,7
2,26,2019-02-09T15:00:00Z,253,9,False,90,3
2,27,2019-02-24T14:05:00Z,260,15,True,34,1
2,28,2019-02-27T19:45:00Z,270,1,True,90,9
2,29,2019-03-02T12:30:00Z,286,16,False,90,2
2,30,2019-03-10T16:30:00Z,290,13,True,90,6
2,32,2019-04-01T19:00:00Z,310,14,True,0,0
2,33,2019-04-07T13:05:00Z,322,7,False,0,0
2,34,2019-04-15T19:00:00Z,339,17,False,90,9
2,35,2019-04-21T15:00:00Z,340,6,True,90,1
2,35,2019-04-24T18:45:00Z,309,19,False,90,1
2,36,2019-04-28T11:00:00Z,354,10,False,45,0
2,37,2019-05-05T15:30:00Z,360,2,True,0,0
2,38,2019-05-12T14:00:00Z,371,3,False,56,1
3,1,2018-08-12T15:00:00Z,0,12,True,90,1
3,2,2018-08-18T16:30:00Z,13,5,False,90,1
3,3,2018-08-25T14:00:00Z,20,18,True,90,5
3,4,2018-09-02T12:30:00Z,32,4,False,90,0
3,5,2018-09-15T14:00:00Z,45,14,False,90,2
3,6,2018-09-23T15:00:00Z,50,7,True,90,6
3,7,2018-09-29T14:00:00Z,60,17,True,90,8
3,8,2018-10-07T11:00:00Z,73,8,False,90,5
3,9,2018-10-22T19:00:00Z,80,10,True,90,7
3,10,2018-10-28T13:30:00Z,92,6,False,45,1
3,11,2018-11-03T17:30:00Z,100,11,True,90,2
3,12,2018-11-11T16:30:00Z,110,19,True,90,1
3,13,2018-11-25T13:30:00Z,120,1,False,90,2
3,14,2018-12-02T14:05:00Z,130,16,True,90,1
3,15,2018-12-05T20:00:00Z,144,13,False,90,0
3,16,2018-12-08T15:00:00Z,150,9,True,90,6
3,17,2018-12-16T13:30:00Z,166,15,False,45,0
3,18,2018-12-22T12:30:00Z,170,3,True,0,0
3,19,2018-12-26T17:15:00Z,180,2,False,0,0
3,20,2018-12-29T17:30:00Z,195,11,False,0,0
3,21,2019-01-01T15:00:00Z,200,8,True,0,0
3,22,2019-01-12T12:30:00Z,219,18,False,21,1
3,23,2019-01-19T17:30:00Z,220,5,True,71,11
3,24,2019-01-29T19:45:00Z,230,4,True,0,0
3,25,2019-02-03T16:30:00Z,247,12,False,0,0
3,26,2019-02-09T15:00:00Z,253,9,False,0,0
3,27,2019-02-24T14:05:00Z,260,15,True,0,0
3,28,2019-02-27T19:45:00Z,270,1,True,0,0
3,29,2019-03-02T12:30:00Z,286,16,False,0,0
3,30,2019-03-10T16:30:00Z,290,13,True,0,0
3,32,2019-04-01T19:00:00Z,310,14,True,0,0
3,33,2019-04-07T13:05:00Z,322,7,False,0,0
3,34,2019-04-15T19:00:00Z,339,17,False,0,0
3,35,2019-04-21T15:00:00Z,340,6,True,0,0
3,35,2019-04-24T18:45:00Z,309,19,False,0,0
3,36,2019-04-28T11:00:00Z,354,10,False,0,0
3,37,2019-05-05T15:30:00Z,360,2,True,0,0
3,38,2019-05-12T14:00:00Z,371,3,False,0,0
4,1,2018-08-12T15:00:00Z,0,12,True,0,0
4,2,2018-08-18T16:30:00Z,13,5,False,90,1
4,3,2018-08-25T14:00:00Z,20,18,True,90,10
4,4,2018-09-02T12:30:00Z,32,4,False,90,0
4,5,2018-09-15T14:00:00Z,45,14,False,90,2
4,6,2018-09-23T15:00:00Z,50,7,True,90,6
4,7,2018-09-29T14:00:00Z,60,17,True,90,6
4,8,2018-10-07T11:00:00Z,73,8,False,90,5
4,9,2018-10-22T19:00:00Z,80,10,True,0,0
4,10,2018-10-28T13:30:00Z,92,6,False,0,0
4,11,2018-11-03T17:30:00Z,100,11,True,0,0
4,12,2018-11-11T16:30:00Z,110,19,True,0,0
4,13,2018-11-25T13:30:00Z,120,1,False,0,0
4,14,2018-12-02T14:05:00Z,130,16,True,0,0
4,15,2018-12-05T20:00:00Z,144,13,False,0,0
4,16,2018-12-08T15:00:00Z,150,9,True,24,1
4,17,2018-12-16T13:30:00Z,166,15,False,90,5
4,18,2018-12-22T12:30:00Z,170,3,True,36,1
4,19,2018-12-26T17:15:00Z,180,2,False,0,0
4,20,2018-12-29T17:30:00Z,195,11,False,0,0
4,21,2019-01-01T15:00:00Z,200,8,True,0,0
4,22,2019-01-12T12:30:00Z,219,18,False,0,0
4,23,2019-01-19T17:30:00Z,220,5,True,0,0
4,24,2019-01-29T19:45:00Z,230,4,True,90,1
4,25,2019-02-03T16:30:00Z,247,12,False,90,5
4,26,2019-02-09T15:00:00Z,253,9,False,90,2
4,27,2019-02-24T14:05:00Z,260,15,True,0,0
4,28,2019-02-27T19:45:00Z,270,1,True,90,2
4,29,2019-03-02T12:30:00Z,286,16,False,90,2
4,30,2019-03-10T16:30:00Z,290,13,True,90,6
4,32,2019-04-01T19:00:00Z,310,14,True,90,5
4,33,2019-04-07T13:05:00Z,322,7,False,90,1
4,34,2019-04-15T19:00:00Z,339,17,False,90,8
4,35,2019-04-21T15:00:00Z,340,6,True,0,0
4,35,2019-04-24T18:45:00Z,309,19,False,90,0
4,36,2019-04-28T11:00:00Z,354,10,False,0,0
4,37,2019-05-05T15:30:00Z,360,2,True,90,6
4,38,2019-05-12T14:00:00Z,371,3,False,90,2
5,1,2018-08-12T15:00:00Z,0,12,True,0,0
5,2,2018-08-18T16:30:00Z,13,5,False,0,0
5,3,2018-08-25T14:00:00Z,20,18,True,0,0
5,4,2018-09-02T12:30:00Z,32,4,False,0,0
5,5,2018-09-15T14:00:00Z,45,14,False,0,0
5,6,2018-09-23T15:00:00Z,50,7,True,51,1
5,7,2018-09-29T14:00:00Z,60,17,True,90,9
5,8,2018-10-07T11:00:00Z,73,8,False,90,2
5,9,2018-10-22T19:00:00Z,80,10,True,90,1
5,10,2018-10-28T13:30:00Z,92,6,False,90,1
5,11,2018-11-03T17:30:00Z,100,11,True,90,4
5,12,2018-11-11T16:30:00Z,110,19,True,90,2
5,13,2018-11-25T13:30:00Z,120,1,False,90,2
5,14,2018-12-02T14:05:00Z,130,16,True,90,1
5,15,2018-12-05T20:00:00Z,144,13,False,35,1
5,16,2018-12-08T15:00:00Z,150,9,True,0,0
5,17,2018-12-16T13:30:00Z,166,15,False,0,0
5,18,2018-12-22T12:30:00Z,170,3,True,0,0
5,19,2018-12-26T17:15:00Z,180,2,False,0,0
5,20,2018-12-29T17:30:00Z,195,11,False,0,0
5,21,2019-01-01T15:00:00Z,200,8,True,0,0
5,22,2019-01-12T12:30:00Z,219,18,False,0,0
5,23,2019-01-19T17:30:00Z,220,5,True,0,0
5,24,2019-01-29T19:45:00Z,230,4,True,0,0
5,25,2019-02-03T16:30:00Z,247,12,False,0,0
5,26,2019-02-09T15:00:00Z,253,9,False,0,0
5,27,2019-02-24T14:05:00Z,260,15,True,0,0
5,28,2019-02-27T19:45:00Z,270,1,True,0,0
5,29,2019-03-02T12:30:00Z,286,16,False,0,0
5,30,2019-03-10T16:30:00Z,290,13,True,0,0
5,32,2019-04-01T19:00:00Z,310,14,True,0,0
5,33,2019-04-07T13:05:00Z,322,7,False,0,0
5,34,2019-04-15T19:00:00Z,339,17,False,0,0
5,35,2019-04-21T15:00:00Z,340,6,True,0,0
5,35,2019-04-24T18:45:00Z,309,19,False,0,0
5,36,2019-04-28T11:00:00Z,354,10,False,0,0
5,37,2019-05-05T15:30:00Z,360,2,True,0,0
5,38,2019-05-12T14:00:00Z,371,3,False,0,0
6,1,2018-08-12T15:00:00Z,0,12,True,90,1
6,2,2018-08-18T16:30:00Z,13,5,False,90,0
6,3,2018-08-25T14:00:00Z,20,18,True,90,2
6,4,2018-09-02T12:30:00Z,32,4,False,90,8
6,5,2018-09-15T14:00:00Z,45,14,False,90,2
6,6,2018-09-23T15:00:00Z,50,7,True,90,6
6,7,2018-09-29T14:00:00Z,60,17,True,90,5
6,8,2018-10-07T11:00:00Z,73,8,False,90,2
6,9,2018-10-22T19:00:00Z,80,10,True,90,2
6,10,2018-10-28T13:30:00Z,92,6,False,90,1
6,11,2018-11-03T17:30:00Z,100,11,True,90,2
6,12,2018-11-11T16:30:00Z,110,19,True,90,2
6,13,2018-11-25T13:30:00Z,120,1,False,90,2
6,14,2018-12-02T14:05:00Z,130,16,True,70,0
6,15,2018-12-05T20:00:00Z,144,13,False,90,7
6,16,2018-12-08T15:00:00Z,150,9,True,65,5
6,17,2018-12-16T13:30:00Z,166,15,False,0,0
6,18,2018-12-22T12:30:00Z,170,3,True,0,0
6,19,2018-12-26T17:15:00Z,180,2,False,0,0
6,20,2018-12-29T17:30:00Z,195,11,False,45,-1
6,21,2019-01-01T15:00:00Z,200,8,True,45,1
6,22,2019-01-12T12:30:00Z,219,18,False,58,0
6,23,2019-01-19T17:30:00Z,220,5,True,0,0
6,24,2019-01-29T19:45:00Z,230,4,True,90,2
6,25,2019-02-03T16:30:00Z,247,12,False,78,1
6,26,2019-02-09T15:00:00Z,253,9,False,90,2
6,27,2019-02-24T14:05:00Z,260,15,True,90,6
6,28,2019-02-27T19:45:00Z,270,1,True,0,0
6,29,2019-03-02T12:30:00Z,286,16,False,90,2
6,30,2019-03-10T16:30:00Z,290,13,True,0,0
6,32,2019-04-01T19:00:00Z,310,14,True,90,8
6,33,2019-04-07T13:05:00Z,322,7,False,90,1
6,34,2019-04-15T19:00:00Z,339,17,False,90,7
6,35,2019-04-21T15:00:00Z,340,6,True,90,0
6,35,2019-04-24T18:45:00Z,309,19,False,0,0
6,36,2019-04-28T11:00:00Z,354,10,False,90,1
6,37,2019-05-05T15:30:00Z,360,2,True,90,1
6,38,2019-05-12T14:00:00Z,371,3,False,90,2
7,1,2018-08-12T15:00:00Z,0,12,True,0,0
7,2,2018-08-18T16:30:00Z,13,5,False,0,0
7,3,2018-08-25T14:00:00Z,20,18,True,0,0
7,4,2018-09-02T12:30:00Z,32,4,False,0,0
7,5,2018-09-15T14:00:00Z,45,14,False,0,0
7,6,2018-09-23T15:00:00Z,50,7,True,0,0
7,7,2018-09-29T14:00:00Z,60,17,True,0,0
7,8,2018-10-07T11:00:00Z,73,8,False,0,0
7,9,2018-10-22T19:00:00Z,80,10,True,0,0
7,10,2018-10-28T13:30:00Z,92,6,False,0,0
7,11,2018-11-03T17:30:00Z,100,11,True,80,2
7,12,2018-11-11T16:30:00Z,110,19,True,75,2
7,13,2018-11-25T13:30:00Z,120,1,False,90,11
7,14,2018-12-02T14:05:00Z,130,16,True,90,1
7,15,2018-12-05T20:00:00Z,144,13,False,90,1
7,16,2018-12-08T15:00:00Z,150,9,True,90,8
7,17,2018-12-16T13:30:00Z,166,15,False,0,0
7,18,2018-12-22T12:30:00Z,170,3,True,90,6
7,19,2018-12-26T17:15:00Z,180,2,False,90,1
7,20,2018-12-29T17:30:00Z,195,11,False,80,0
7,21,2019-01-01T15:00:00Z,200,8,True,90,7
7,22,2019-01-12T12:30:00Z,219,18,False,90,1
7,23,2019-01-19T17:30:00Z,220,5,True,90,6
7,24,2019-01-29T19:45:00Z,230,4,True,90,5
7,25,2019-02-03T16:30:00Z,247,12,False,65,1
7,26,2019-02-09T15:00:00Z,253,9,False,90,2
7,27,2019-02-24T14:05:00Z,260,15,True,90,8
7,28,2019-02-27T19:45:00Z,270,1,True,56,4
7,29,2019-03-02T12:30:00Z,286,16,False,0,0
7,30,2019-03-10T16:30:00Z,290,13,True,90,5
7,32,2019-04-01T19:00:00Z,310,14,True,90,5
7,33,2019-04-07T13:05:00Z,322,7,False,45,1
7,34,2019-04-15T19:00:00Z,339,17,False,0,0
7,35,2019-04-21T15:00:00Z,340,6,True,90,1
7,35,2019-04-24T18:45:00Z,309,19,False,32,1
7,36,2019-04-28T11:00:00Z,354,10,False,90,1
7,37,2019-05-05T15:30:00Z,360,2,True,13,1
7,38,2019-05-12T14:00:00Z,371,3,False,0,0
8,1,2018-08-11T14:00:00Z,2,6,True,90,1
8,2,2018-08-18T14:00:00Z,18,16,False,90,1
8,3,2018-08-26T15:00:00Z,22,3,True,18,1
8,4,2018-09-01T14:00:00Z,30,2,False,3,1
8,5,2018-09-15T14:00:00Z,44,12,False,0,0
8,6,2018-09-22T11:30:00Z,55,17,True,90,2
8,7,2018-09-29T14:00:00Z,64,7,False,0,0
8,8,2018-10-07T11:00:00Z,73,0,True,0,0
8,9,2018-10-20T14:00:00Z,82,4,False,45,-1
8,10,2018-10-27T14:00:00Z,93,1,True,0,0
8,11,2018-11-05T20:00:00Z,105,9,False,0,0
8,12,2018-11-11T12:00:00Z,116,11,False,90,0
8,13,2018-11-24T15:00:00Z,124,15,True,90,1
8,14,2018-12-02T12:00:00Z,132,5,False,90,1
8,15,2018-12-05T19:45:00Z,143,10,True,90,2
8,16,2018-12-08T15:00:00Z,157,13,False,0,0
8,17,2018-12-15T17:30:00Z,162,18,True,90,1
8,18,2018-12-22T15:00:00Z,177,14,False,90,6
8,19,2018-12-26T12:30:00Z,183,19,True,90,1
8,20,2018-12-29T15:00:00Z,193,9,True,90,6
8,21,2019-01-01T15:00:00Z,200,0,False,0,0
8,22,2019-01-12T15:00:00Z,211,3,False,90,0
8,23,2019-01-20T16:00:00Z,222,16,True,90,1
8,24,2019-01-29T19:45:00Z,232,2,True,90,7
8,25,2019-02-02T15:00:00Z,244,6,False,90,1
8,26,2019-02-09T12:30:00Z,252,13,True,90,0
8,27,2019-02-22T19:45:00Z,269,18,False,90,1
8,28,2019-02-27T19:45:00Z,279,15,False,90,1
8,29,2019-03-03T14:05:00Z,284,5,True,90,6
8,30,2019-03-09T15:00:00Z,295,10,False,90,1
8,31,2019-03-17T14:15:00Z,304,11,True,90,1
8,32,2019-03-30T12:30:00Z,315,12,True,90,1
8,32,2019-04-02T18:45:00Z,328,17,False,90,-1
8,34,2019-04-13T14:00:00Z,333,7,True,90,6
8,35,2019-04-20T14:00:00Z,341,1,False,90,5
8,36,2019-04-27T14:00:00Z,353,4,True,90,6
8,37,2019-05-04T14:00:00Z,369,19,False,90,1
8,38,2019-05-12T14:00:00Z,373,14,True,90,0
9,1,2018-08-12T15:00:00Z,0,12,True,0,0
9,2,2018-08-18T16:30:00Z,13,5,False,0,0
9,3,2018-08-25T14:00:00Z,20,18,True,0,0
9,4,2018-09-02T12:30:00Z,32,4,False,0,0
9,5,2018-09-15T14:00:00Z,45,14,False,0,0
9,6,2018-09-23T15:00:00Z,50,7,True,0,0
9,7,2018-09-29T14:00:00Z,60,17,True,0,0
9,8,2018-10-07T11:00:00Z,73,8,False,0,0
9,9,2018-10-22T19:00:00Z,80,10,True,0,0
9,10,2018-10-28T13:30:00Z,92,6,False,0,0
9,11,2018-11-03T17:30:00Z,100,11,True,0,0
9,12,2018-11-11T16:30:00Z,110,19,True,0,0
9,13,2018-11-25T13:30:00Z,120,1,False,0,0
9,14,2018-12-02T14:05:00Z,130,16,True,0,0
9,15,2018-12-05T20:00:00Z,144,13,False,0,0
9,16,2018-12-08T15:00:00Z,150,9,True,0,0
9,17,2018-12-16T13:30:00Z,166,15,False,0,0
9,18,2018-12-22T12:30:00Z,170,3,True,0,0
9,19,2018-12-26T17:15:00Z,180,2,False,0,0
9,20,2018-12-29T17:30:00Z,195,11,False,0,0
9,21,2019-01-01T15:00:00Z,200,8,True,0,0
9,22,2019-01-12T12:30:00Z,219,18,False,0,0
9,23,2019-01-19T17:30:00Z,220,5,True,0,0
9,24,2019-01-29T19:45:00Z,230,4,True,0,0
9,25,2019-02-03T16:30:00Z,247,12,False,11,1
9,26,2019-02-09T15:00:00Z,253,9,False,0,0
9,27,2019-02-24T14:05:00Z,260,15,True,0,0
9,28,2019-02-27T19:45:00Z,270,1,True,0,0
9,29,2019-03-02T12:30:00Z,286,16,False,0,0
9,30,2019-03-10T16:30:00Z,290,13,True,0,0
9,32,2019-04-01T19:00:00Z,310,14,True,0,0
9,33,2019-04-07T13:05:00Z,322,7,False,0,0
9,34,2019-04-15T19:00:00Z,339,17,False,58,1
9,35,2019-04-21T15:00:00Z,340,6,True,45,0
9,35,2019-04-24T18:45:00Z,309,19,False,0,0
9,36,2019-04-28T11:00:00Z,354,10,False,0,0
9,37,2019-05-05T15:30:00Z,360,2,True,0,0
9,38,2019-05-12T14:00:00Z,371,3,False,33,1
10,1,2018-08-12T15:00:00Z,0,12,True,55,1
10,2,2018-08-18T16:30:00Z,13,5,False,0,0
10,3,2018-08-25T14:00:00Z,20,18,True,0,0
10,4,2018-09-02T12:30:00Z,32,4,False,0,0
10,5,2018-09-15T14:00:00Z,45,14,False,0,0
10,6,2018-09-23T15:00:00Z,50,7,True,0,0
10,7,2018-09-29T14:00:00Z,60,17,True,0,0
10,8,2018-10-07T11:00:00Z,73,8,False,0,0
10,9,2018-10-22T19:00:00Z,80,10,True,60,2
10,10,2018-10-28T13:30:00Z,92,6,False,45,0
10,11,2018-11-03T17:30:00Z,100,11,True,0,0
10,12,2018-11-11T16:30:00Z,110,19,True,0,0
10,13,2018-11-25T13:30:00Z,120,1,False,0,0
10,14,2018-12-02T14:05:00Z,130,16,True,0,0
10,15,2018-12-05T20:00:00Z,144,13,False,54,1
10,16,2018-12-08T15:00:00Z,150,9,True,45,0
10,17,2018-12-16T13:30:00Z,166,15,False,73,1
10,18,2018-12-22T12:30:00Z,170,3,True,53,1
10,19,2018-12-26T17:15:00Z,180,2,False,90,2
10,20,2018-12-29T17:30:00Z,195,11,False,90,0
10,21,2019-01-01T15:00:00Z,200,8,True,0,0
10,22,2019-01-12T12:30:00Z,219,18,False,0,0
10,23,2019-01-19T17:30:00Z,220,5,True,0,0
10,24,2019-01-29T19:45:00Z,230,4,True,59,1
10,25,2019-02-03T16:30:00Z,247,12,False,90,1
10,26,2019-02-09T15:00:00Z,253,9,False,0,0
10,27,2019-02-24T14:05:00Z,260,15,True,55,1
10,28,2019-02-27T19:45:00Z,270,1,True,0,0
10,29,2019-03-02T12:30:00Z,286,16,False,0,0
10,30,2019-03-10T16:30:00Z,290,13,True,0,0
10,32,2019-04-01T19:00:00Z,310,14,True,0,0
10,33,2019-04-07T13:05:00Z,322,7,False,0,0
10,34,2019-04-15T19:00:00Z,339,17,False,0,0
10,35,2019-04-21T15:00:00Z,340,6,True,0,0
10,35,2019-04-24T18:45:00Z,309,19,False,0,0
10,36,2019-04-28T11:00:00Z,354,10,False,0,0
10,37,2019-05-05T15:30:00Z,360,2,True,76,1
10,38,2019-05-12T14:00:00Z,371,3,False,90,2
11,1,2018-08-12T15:00:00Z,0,12,True,90,0
11,2,2018-08-18T16:30:00Z,13,5,False,90,1
11,3,2018-08-25T14:00:00Z,20,18,True,90,1
11,4,2018-09-02T12:30:00Z,32,4,False,90,1
11,5,2018-09-15T14:00:00Z,45,14,False,90,2
11,6,2018-09-23T15:00:00Z,50,7,True,38,0
11,7,2018-09-29T14:00:00Z,60,17,True,0,0
11,8,2018-10-07T11:00:00Z,73,8,False,0,0
11,9,2018-10-22T19:00:00Z,80,10,True,0,0
11,10,2018-10-28T13:30:00Z,92,6,False,0,0
11,11,2018-11-03T17:30:00Z,100,11,True,0,0
11,12,2018-11-11T16:30:00Z,110,19,True,0,0
11,13,2018-11-25T13:30:00Z,120,1,False,90,1
11,14,2018-12-02T14:05:00Z,130,16,True,90,1
11,15,2018-12-05T20:00:00Z,144,13,False,90,1
11,16,2018-12-08T15:00:00Z,150,9,True,90,6
11,17,2018-12-16T13:30:00Z,166,15,False,0,0
11,18,2018-12-22T12:30:00Z,170,3,True,90,1
11,19,2018-12-26T17:15:00Z,180,2,False,90,2
11,20,2018-12-29T17:30:00Z,195,11,False,90,-1
11,21,2019-01-01T15:00:00Z,200,8,True,90,5
11,22,2019-01-12T12:30:00Z,219,18,False,90,2
11,23,2019-01-19T17:30:00Z,220,5,True,90,11
11,24,2019-01-29T19:45:00Z,230,4,True,0,0
11,25,2019-02-03T16:30:00Z,247,12,False,0,0
11,26,2019-02-09T15:00:00Z,253,9,False,0,0
11,27,2019-02-24T14:05:00Z,260,15,True,90,6
11,28,2019-02-27T19:45:00Z,270,1,True,90,1
11,29,2019-03-02T12:30:00Z,286,16,False,90,2
11,30,2019-03-10T16:30:00Z,290,13,True,90,5
11,32,2019-04-01T19:00:00Z,310,14,True,90,6
11,33,2019-04-07T13:05:00Z,322,7,False,90,1
11,34,2019-04-15T19:00:00Z,339,17,False,0,0
11,35,2019-04-21T15:00:00Z,340,6,True,0,0
11,35,2019-04-24T18:45:00Z,309,19,False,90,8
11,36,2019-04-28T11:00:00Z,354,10,False,90,0
11,37,2019-05-05T15:30:00Z,360,2,True,90,1
11,38,2019-05-12T14:00:00Z,371,3,False,0,0
12,1,2018-08-12T15:00:00Z,0,12,True,90,2
12,2,2018-08-18T16:30:00Z,13,5,False,67,2
12,3,2018-08-25T14:00:00Z,20,18,True,0,0
12,4,2018-09-02T12:30:00Z,32,4,False,83,2
12,5,2018-09-15T14:00:00Z,45,14,False,90,10
12,6,2018-09-23T15:00:00Z,50,7,True,90,3
12,7,2018-09-29T14:00:00Z,60,17,True,90,10
12,8,2018-10-07T11:00:00Z,73,8,False,0,0
12,9,2018-10-22T19:00:00Z,80,10,True,79,12
12,10,2018-10-28T13:30:00Z,92,6,False,67,2
12,11,2018-11-03T17:30:00Z,100,11,True,90,2
12,12,2018-11-11T16:30:00Z,110,19,True,74,1
12,13,2018-11-25T13:30:00Z,120,1,False,0,0
12,14,2018-12-02T14:05:00Z,130,16,True,0,0
12,15,2018-12-05T20:00:00Z,144,13,False,0,0
12,16,2018-12-08T15:00:00Z,150,9,True,0,0
12,17,2018-12-16T13:30:00Z,166,15,False,20,1
12,18,2018-12-22T12:30:00Z,170,3,True,90,5
12,19,2018-12-26T17:15:00Z,180,2,False,45,1
12,20,2018-12-29T17:30:00Z,195,11,False,0,0
12,21,2019-01-01T15:00:00Z,200,8,True,0,0
12,22,2019-01-12T12:30:00Z,219,18,False,0,0
12,23,2019-01-19T17:30:00Z,220,5,True,0,0
12,24,2019-01-29T19:45:00Z,230,4,True,75,3
12,25,2019-02-03T16:30:00Z,247,12,False,0,0
