element_name,element,element_type,fixture,kickoff_time,was_home,team,opponent_team,minutes,total_points,running_team_points,running_team_points_home,running_team_points_away,running_opponent_team_points,running_opponent_team_points_home,running_opponent_team_points_away,total_points_difference,relative_points_difference
Cech,0,0,0,2018-08-12T15:00:00Z,True,0,12,90,3,0,0,0,0,0,0,0,0
Cech,0,0,13,2018-08-18T16:30:00Z,False,0,5,90,3,0,0,0,3,0,3,-3,0
Cech,0,0,20,2018-08-25T14:00:00Z,True,0,18,90,3,0,0,0,0,0,0,0,0
Cech,0,0,32,2018-09-02T12:30:00Z,False,0,4,90,1,3,3,0,2,1,1,1,-1
Cech,0,0,45,2018-09-15T14:00:00Z,False,0,14,90,2,6,3,3,1,0,1,5,3
Cech,0,0,50,2018-09-23T15:00:00Z,True,0,7,90,11,9,3,6,6,4,2,3,1
Cech,0,0,60,2018-09-29T14:00:00Z,True,0,17,45,1,12,6,6,13,9,4,-1,2
Cech,0,0,73,2018-10-07T11:00:00Z,False,0,8,0,0,15,9,6,5,4,1,10,2
Cech,0,0,80,2018-10-22T19:00:00Z,True,0,10,0,0,18,9,9,12,6,6,6,3
Cech,0,0,92,2018-10-28T13:30:00Z,False,0,6,0,0,21,12,9,7,1,6,14,8
Cech,0,0,100,2018-11-03T17:30:00Z,True,0,11,0,0,22,12,10,26,13,13,-4,-1
Cech,0,0,110,2018-11-11T16:30:00Z,True,0,19,0,0,23,13,10,15,8,7,8,6
Cech,0,0,120,2018-11-25T13:30:00Z,False,0,1,0,0,24,14,10,20,11,9,4,-1
Cech,0,0,130,2018-12-02T14:05:00Z,True,0,16,0,0,27,14,13,30,9,21,-3,-7
Cech,0,0,144,2018-12-05T20:00:00Z,False,0,13,0,0,30,17,13,22,11,11,8,2
Cech,0,0,150,2018-12-08T15:00:00Z,True,0,9,0,0,31,17,14,10,5,5,21,12
Cech,0,0,166,2018-12-16T13:30:00Z,False,0,15,0,0,34,20,14,9,5,4,25,9
Cech,0,0,170,2018-12-22T12:30:00Z,True,0,3,0,0,34,20,14,12,7,5,22,15
Cech,0,0,180,2018-12-26T17:15:00Z,False,0,2,0,0,37,23,14,21,14,7,16,0
Cech,0,0,195,2018-12-29T17:30:00Z,False,0,11,0,0,38,23,15,51,25,26,-13,-10
Cech,0,0,200,2019-01-01T15:00:00Z,True,0,8,0,0,38,23,15,14,12,2,24,21
Cech,0,0,219,2019-01-12T12:30:00Z,False,0,18,0,0,41,26,15,28,14,14,13,1
Cech,0,0,220,2019-01-19T17:30:00Z,True,0,5,0,0,41,26,15,47,25,22,-6,4
Cech,0,0,230,2019-01-29T19:45:00Z,True,0,4,0,0,44,29,15,19,14,5,25,24
Cech,0,0,247,2019-02-03T16:30:00Z,False,0,12,0,0,47,32,15,56,33,23,-9,-18
Cech,0,0,253,2019-02-09T15:00:00Z,False,0,9,0,0,47,32,15,11,5,6,36,10
Cech,0,0,260,2019-02-24T14:05:00Z,True,0,15,0,0,50,32,18,24,12,12,26,20
Cech,0,0,270,2019-02-27T19:45:00Z,True,0,1,0,0,53,35,18,34,25,9,19,26
Cech,0,0,286,2019-03-02T12:30:00Z,False,0,16,0,0,56,38,18,60,27,33,-4,-9
Cech,0,0,290,2019-03-10T16:30:00Z,True,0,13,0,0,57,38,19,58,29,29,-1,9
Cech,0,0,310,2019-04-01T19:00:00Z,True,0,14,0,0,60,41,19,35,22,13,25,28
Cech,0,0,322,2019-04-07T13:05:00Z,False,0,7,0,0,63,44,19,43,25,18,20,-6
Cech,0,0,339,2019-04-15T19:00:00Z,False,0,17,0,0,63,44,19,46,26,20,17,-7
Cech,0,0,340,2019-04-21T15:00:00Z,True,0,6,0,0,66,44,22,39,16,23,27,21
Cech,0,0,309,2019-04-24T18:45:00Z,False,0,19,0,0,66,44,22,48,28,20,18,-6
Cech,0,0,354,2019-04-28T11:00:00Z,False,0,10,0,0,66,44,22,48,23,25,18,-1
Cech,0,0,360,2019-05-05T15:30:00Z,True,0,2,0,0,66,44,22,35,23,12,31,32
Cech,0,0,371,2019-05-12T14:00:00Z,False,0,3,0,0,67,45,22,40,23,17,27,-1
Leno,1,0,0,2018-08-12T15:00:00Z,True,0,12,0,0,0,0,0,0,0,0,0,0
Leno,1,0,13,2018-08-18T16:30:00Z,False,0,5,0,0,0,0,0,3,0,3,-3,0
Leno,1,0,20,2018-08-25T14:00:00Z,True,0,18,0,0,0,0,0,0,0,0,0,0
Leno,1,0,32,2018-09-02T12:30:00Z,False,0,4,0,0,3,3,0,2,1,1,1,-1
Leno,1,0,45,2018-09-15T14:00:00Z,False,0,14,0,0,6,3,3,1,0,1,5,3
Leno,1,0,50,2018-09-23T15:00:00Z,True,0,7,0,0,9,3,6,6,4,2,3,1
Leno,1,0,60,2018-09-29T14:00:00Z,True,0,17,45,2,12,6,6,13,9,4,-1,2
Leno,1,0,73,2018-10-07T11:00:00Z,False,0,8,90,3,15,9,6,5,4,1,10,2
Leno,1,0,80,2018-10-22T19:00:00Z,True,0,10,90,2,18,9,9,12,6,6,6,3
Leno,1,0,92,2018-10-28T13:30:00Z,False,0,6,90,1,21,12,9,7,1,6,14,8
Leno,1,0,100,2018-11-03T17:30:00Z,True,0,11,90,3,22,12,10,26,13,13,-4,-1
Leno,1,0,110,2018-11-11T16:30:00Z,True,0,19,90,4,23,13,10,15,8,7,8,6
Leno,1,0,120,2018-11-25T13:30:00Z,False,0,1,90,3,24,14,10,20,11,9,4,-1
Leno,1,0,130,2018-12-02T14:05:00Z,True,0,16,90,2,27,14,13,30,9,21,-3,-7
Leno,1,0,144,2018-12-05T20:00:00Z,False,0,13,90,2,30,17,13,22,11,11,8,2
Leno,1,0,150,2018-12-08T15:00:00Z,True,0,9,90,7,31,17,14,10,5,5,21,12
Leno,1,0,166,2018-12-16T13:30:00Z,False,0,15,90,2,34,20,14,9,5,4,25,9
Leno,1,0,170,2018-12-22T12:30:00Z,True,0,3,90,2,34,20,14,12,7,5,22,15
Leno,1,0,180,2018-12-26T17:15:00Z,False,0,2,90,2,37,23,14,21,14,7,16,0
Leno,1,0,195,2018-12-29T17:30:00Z,False,0,11,90,1,38,23,15,51,25,26,-13,-10
Leno,1,0,200,2019-01-01T15:00:00Z,True,0,8,90,3,38,23,15,14,12,2,24,21
Leno,1,0,219,2019-01-12T12:30:00Z,False,0,18,90,2,41,26,15,28,14,14,13,1
Leno,1,0,220,2019-01-19T17:30:00Z,True,0,5,90,6,41,26,15,47,25,22,-6,4
Leno,1,0,230,2019-01-29T19:45:00Z,True,0,4,90,2,44,29,15,19,14,5,25,24
Leno,1,0,247,2019-02-03T16:30:00Z,False,0,12,90,5,47,32,15,56,33,23,-9,-18
Leno,1,0,253,2019-02-09T15:00:00Z,False,0,9,90,3,47,32,15,11,5,6,36,10
Leno,1,0,260,2019-02-24T14:05:00Z,True,0,15,90,7,50,32,18,24,12,12,26,20
Leno,1,0,270,2019-02-27T19:45:00Z,True,0,1,90,3,53,35,18,34,25,9,19,26
Leno,1,0,286,2019-03-02T12:30:00Z,False,0,16,90,2,56,38,18,60,27,33,-4,-9
Leno,1,0,290,2019-03-10T16:30:00Z,True,0,13,90,9,57,38,19,58,29,29,-1,9
Leno,1,0,310,2019-04-01T19:00:00Z,True,0,14,90,6,60,41,19,35,22,13,25,28
Leno,1,0,322,2019-04-07T13:05:00Z,False,0,7,90,3,63,44,19,43,25,18,20,-6
Leno,1,0,339,2019-04-15T19:00:00Z,False,0,17,90,6,63,44,19,46,26,20,17,-7
Leno,1,0,340,2019-04-21T15:00:00Z,True,0,6,90,2,66,44,22,39,16,23,27,21
Leno,1,0,309,2019-04-24T18:45:00Z,False,0,19,90,1,66,44,22,48,28,20,18,-6
Leno,1,0,354,2019-04-28T11:00:00Z,False,0,10,90,4,66,44,22,48,23,25,18,-1
Leno,1,0,360,2019-05-05T15:30:00Z,True,0,2,90,3,66,44,22,35,23,12,31,32
Leno,1,0,371,2019-05-12T14:00:00Z,False,0,3,90,3,67,45,22,40,23,17,27,-1
Koscielny,2,1,0,2018-08-12T15:00:00Z,True,0,12,0,0,0,0,0,0,0,0,0,0
Koscielny,2,1,13,2018-08-18T16:30:00Z,False,0,5,0,0,0,0,0,3,0,3,-3,0
Koscielny,2,1,20,2018-08-25T14:00:00Z,True,0,18,0,0,0,0,0,0,0,0,0,0
Koscielny,2,1,32,2018-09-02T12:30:00Z,False,0,4,0,0,3,3,0,2,1,1,1,-1
Koscielny,2,1,45,2018-09-15T14:00:00Z,False,0,14,0,0,6,3,3,1,0,1,5,3
Koscielny,2,1,50,2018-09-23T15:00:00Z,True,0,7,0,0,9,3,6,6,4,2,3,1
Koscielny,2,1,60,2018-09-29T14:00:00Z,True,0,17,0,0,12,6,6,13,9,4,-1,2
Koscielny,2,1,73,2018-10-07T11:00:00Z,False,0,8,0,0,15,9,6,5,4,1,10,2
Koscielny,2,1,80,2018-10-22T19:00:00Z,True,0,10,0,0,18,9,9,12,6,6,6,3
Koscielny,2,1,92,2018-10-28T13:30:00Z,False,0,6,0,0,21,12,9,7,1,6,14,8
Koscielny,2,1,100,2018-11-03T17:30:00Z,True,0,11,0,0,22,12,10,26,13,13,-4,-1
Koscielny,2,1,110,2018-11-11T16:30:00Z,True,0,19,0,0,23,13,10,15,8,7,8,6
Koscielny,2,1,120,2018-11-25T13:30:00Z,False,0,1,0,0,24,14,10,20,11,9,4,-1
Koscielny,2,1,130,2018-12-02T14:05:00Z,True,0,16,0,0,27,14,13,30,9,21,-3,-7
Koscielny,2,1,144,2018-12-05T20:00:00Z,False,0,13,0,0,30,17,13,22,11,11,8,2
Koscielny,2,1,150,2018-12-08T15:00:00Z,True,0,9,0,0,31,17,14,10,5,5,21,12
Koscielny,2,1,166,2018-12-16T13:30:00Z,False,0,15,90,0,34,20,14,9,5,4,25,9
Koscielny,2,1,170,2018-12-22T12:30:00Z,True,0,3,0,0,34,20,14,12,7,5,22,15
Koscielny,2,1,180,2018-12-26T17:15:00Z,False,0,2,69,2,37,23,14,21,14,7,16,0
Koscielny,2,1,195,2018-12-29T17:30:00Z,False,0,11,45,1,38,23,15,51,25,26,-13,-10
Koscielny,2,1,200,2019-01-01T15:00:00Z,True,0,8,90,2,38,23,15,14,12,2,24,21
Koscielny,2,1,219,2019-01-12T12:30:00Z,False,0,18,90,2,41,26,15,28,14,14,13,1
Koscielny,2,1,220,2019-01-19T17:30:00Z,True,0,5,90,15,41,26,15,47,25,22,-6,4
Koscielny,2,1,230,2019-01-29T19:45:00Z,True,0,4,0,0,44,29,15,19,14,5,25,24
Koscielny,2,1,247,2019-02-03T16:30:00Z,False,0,12,90,7,47,32,15,56,33,23,-9,-18
Koscielny,2,1,253,2019-02-09T15:00:00Z,False,0,9,90,3,47,32,15,11,5,6,36,10
Koscielny,2,1,260,2019-02-24T14:05:00Z,True,0,15,34,1,50,32,18,24,12,12,26,20
Koscielny,2,1,270,2019-02-27T19:45:00Z,True,0,1,90,9,53,35,18,34,25,9,19,26
Koscielny,2,1,286,2019-03-02T12:30:00Z,False,0,16,90,2,56,38,18,60,27,33,-4,-9
Koscielny,2,1,290,2019-03-10T16:30:00Z,True,0,13,90,6,57,38,19,58,29,29,-1,9
Koscielny,2,1,310,2019-04-01T19:00:00Z,True,0,14,0,0,60,41,19,35,22,13,25,28
Koscielny,2,1,322,2019-04-07T13:05:00Z,False,0,7,0,0,63,44,19,43,25,18,20,-6
Koscielny,2,1,339,2019-04-15T19:00:00Z,False,0,17,90,9,63,44,19,46,26,20,17,-7
Koscielny,2,1,340,2019-04-21T15:00:00Z,True,0,6,90,1,66,44,22,39,16,23,27,21
Koscielny,2,1,309,2019-04-24T18:45:00Z,False,0,19,90,1,66,44,22,48,28,20,18,-6
Koscielny,2,1,354,2019-04-28T11:00:00Z,False,0,10,45,0,66,44,22,48,23,25,18,-1
Koscielny,2,1,360,2019-05-05T15:30:00Z,True,0,2,0,0,66,44,22,35,23,12,31,32
Koscielny,2,1,371,2019-05-12T14:00:00Z,False,0,3,56,1,67,45,22,40,23,17,27,-1
Bellerin,3,1,0,2018-08-12T15:00:00Z,True,0,12,90,1,0,0,0,0,0,0,0,0
Bellerin,3,1,13,2018-08-18T16:30:00Z,False,0,5,90,1,0,0,0,3,0,3,-3,0
Bellerin,3,1,20,2018-08-25T14:00:00Z,True,0,18,90,5,0,0,0,0,0,0,0,0
Bellerin,3,1,32,2018-09-02T12:30:00Z,False,0,4,90,0,3,3,0,2,1,1,1,-1
Bellerin,3,1,45,2018-09-15T14:00:00Z,False,0,14,90,2,6,3,3,1,0,1,5,3
Bellerin,3,1,50,2018-09-23T15:00:00Z,True,0,7,90,6,9,3,6,6,4,2,3,1
Bellerin,3,1,60,2018-09-29T14:00:00Z,True,0,17,90,8,12,6,6,13,9,4,-1,2
Bellerin,3,1,73,2018-10-07T11:00:00Z,False,0,8,90,5,15,9,6,5,4,1,10,2
Bellerin,3,1,80,2018-10-22T19:00:00Z,True,0,10,90,7,18,9,9,12,6,6,6,3
Bellerin,3,1,92,2018-10-28T13:30:00Z,False,0,6,45,1,21,12,9,7,1,6,14,8
Bellerin,3,1,100,2018-11-03T17:30:00Z,True,0,11,90,2,22,12,10,26,13,13,-4,-1
Bellerin,3,1,110,2018-11-11T16:30:00Z,True,0,19,90,1,23,13,10,15,8,7,8,6
Bellerin,3,1,120,2018-11-25T13:30:00Z,False,0,1,90,2,24,14,10,20,11,9,4,-1
Bellerin,3,1,130,2018-12-02T14:05:00Z,True,0,16,90,1,27,14,13,30,9,21,-3,-7
Bellerin,3,1,144,2018-12-05T20:00:00Z,False,0,13,90,0,30,17,13,22,11,11,8,2
Bellerin,3,1,150,2018-12-08T15:00:00Z,True,0,9,90,6,31,17,14,10,5,5,21,12
Bellerin,3,1,166,2018-12-16T13:30:00Z,False,0,15,45,0,34,20,14,9,5,4,25,9
Bellerin,3,1,170,2018-12-22T12:30:00Z,True,0,3,0,0,34,20,14,12,7,5,22,15
Bellerin,3,1,180,2018-12-26T17:15:00Z,False,0,2,0,0,37,23,14,21,14,7,16,0
Bellerin,3,1,195,2018-12-29T17:30:00Z,False,0,11,0,0,38,23,15,51,25,26,-13,-10
Bellerin,3,1,200,2019-01-01T15:00:00Z,True,0,8,0,0,38,23,15,14,12,2,24,21
Bellerin,3,1,219,2019-01-12T12:30:00Z,False,0,18,21,1,41,26,15,28,14,14,13,1
Bellerin,3,1,220,2019-01-19T17:30:00Z,True,0,5,71,11,41,26,15,47,25,22,-6,4
Bellerin,3,1,230,2019-01-29T19:45:00Z,True,0,4,0,0,44,29,15,19,14,5,25,24
Bellerin,3,1,247,2019-02-03T16:30:00Z,False,0,12,0,0,47,32,15,56,33,23,-9,-18
Bellerin,3,1,253,2019-02-09T15:00:00Z,False,0,9,0,0,47,32,15,11,5,6,36,10
Bellerin,3,1,260,2019-02-24T14:05:00Z,True,0,15,0,0,50,32,18,24,12,12,26,20
Bellerin,3,1,270,2019-02-27T19:45:00Z,True,0,1,0,0,53,35,18,34,25,9,19,26
Bellerin,3,1,286,2019-03-02T12:30:00Z,False,0,16,0,0,56,38,18,60,27,33,-4,-9
Bellerin,3,1,290,2019-03-10T16:30:00Z,True,0,13,0,0,57,38,19,58,29,29,-1,9
Bellerin,3,1,310,2019-04-01T19:00:00Z,True,0,14,0,0,60,41,19,35,22,13,25,28
Bellerin,3,1,322,2019-04-07T13:05:00Z,False,0,7,0,0,63,44,19,43,25,18,20,-6
Bellerin,3,1,339,2019-04-15T19:00:00Z,False,0,17,0,0,63,44,19,46,26,20,17,-7
Bellerin,3,1,340,2019-04-21T15:00:00Z,True,0,6,0,0,66,44,22,39,16,23,27,21
Bellerin,3,1,309,2019-04-24T18:45:00Z,False,0,19,0,0,66,44,22,48,28,20,18,-6
Bellerin,3,1,354,2019-04-28T11:00:00Z,False,0,10,0,0,66,44,22,48,23,25,18,-1
Bellerin,3,1,360,2019-05-05T15:30:00Z,True,0,2,0,0,66,44,22,35,23,12,31,32
Bellerin,3,1,371,2019-05-12T14:00:00Z,False,0,3,0,0,67,45,22,40,23,17,27,-1
Monreal,4,1,0,2018-08-12T15:00:00Z,True,0,12,0,0,0,0,0,0,0,0,0,0
Monreal,4,1,13,2018-08-18T16:30:00Z,False,0,5,90,1,0,0,0,3,0,3,-3,0
Monreal,4,1,20,2018-08-25T14:00:00Z,True,0,18,90,10,0,0,0,0,0,0,0,0
Monreal,4,1,32,2018-09-02T12:30:00Z,False,0,4,90,0,3,3,0,2,1,1,1,-1
Monreal,4,1,45,2018-09-15T14:00:00Z,False,0,14,90,2,6,3,3,1,0,1,5,3
Monreal,4,1,50,2018-09-23T15:00:00Z,True,0,7,90,6,9,3,6,6,4,2,3,1
Monreal,4,1,60,2018-09-29T14:00:00Z,True,0,17,90,6,12,6,6,13,9,4,-1,2
Monreal,4,1,73,2018-10-07T11:00:00Z,False,0,8,90,5,15,9,6,5,4,1,10,2
Monreal,4,1,80,2018-10-22T19:00:00Z,True,0,10,0,0,18,9,9,12,6,6,6,3
Monreal,4,1,92,2018-10-28T13:30:00Z,False,0,6,0,0,21,12,9,7,1,6,14,8
Monreal,4,1,100,2018-11-03T17:30:00Z,True,0,11,0,0,22,12,10,26,13,13,-4,-1
Monreal,4,1,110,2018-11-11T16:30:00Z,True,0,19,0,0,23,13,10,15,8,7,8,6
Monreal,4,1,120,2018-11-25T13:30:00Z,False,0,1,0,0,24,14,10,20,11,9,4,-1
Monreal,4,1,130,2018-12-02T14:05:00Z,True,0,16,0,0,27,14,13,30,9,21,-3,-7
Monreal,4,1,144,2018-12-05T20:00:00Z,False,0,13,0,0,30,17,13,22,11,11,8,2
Monreal,4,1,150,2018-12-08T15:00:00Z,True,0,9,24,1,31,17,14,10,5,5,21,12
Monreal,4,1,166,2018-12-16T13:30:00Z,False,0,15,90,5,34,20,14,9,5,4,25,9
Monreal,4,1,170,2018-12-22T12:30:00Z,True,0,3,36,1,34,20,14,12,7,5,22,15
Monreal,4,1,180,2018-12-26T17:15:00Z,False,0,2,0,0,37,23,14,21,14,7,16,0
Monreal,4,1,195,2018-12-29T17:30:00Z,False,0,11,0,0,38,23,15,51,25,26,-13,-10
Monreal,4,1,200,2019-01-01T15:00:00Z,True,0,8,0,0,38,23,15,14,12,2,24,21
Monreal,4,1,219,2019-01-12T12:30:00Z,False,0,18,0,0,41,26,15,28,14,14,13,1
Monreal,4,1,220,2019-01-19T17:30:00Z,True,0,5,0,0,41,26,15,47,25,22,-6,4
Monreal,4,1,230,2019-01-29T19:45:00Z,True,0,4,90,1,44,29,15,19,14,5,25,24
Monreal,4,1,247,2019-02-03T16:30:00Z,False,0,12,90,5,47,32,15,56,33,23,-9,-18
Monreal,4,1,253,2019-02-09T15:00:00Z,False,0,9,90,2,47,32,15,11,5,6,36,10
Monreal,4,1,260,2019-02-24T14:05:00Z,True,0,15,0,0,50,32,18,24,12,12,26,20
Monreal,4,1,270,2019-02-27T19:45:00Z,True,0,1,90,2,53,35,18,34,25,9,19,26
Monreal,4,1,286,2019-03-02T12:30:00Z,False,0,16,90,2,56,38,18,60,27,33,-4,-9
Monreal,4,1,290,2019-03-10T16:30:00Z,True,0,13,90,6,57,38,19,58,29,29,-1,9
Monreal,4,1,310,2019-04-01T19:00:00Z,True,0,14,90,5,60,41,19,35,22,13,25,28
Monreal,4,1,322,2019-04-07T13:05:00Z,False,0,7,90,1,63,44,19,43,25,18,20,-6
Monreal,4,1,339,2019-04-15T19:00:00Z,False,0,17,90,8,63,44,19,46,26,20,17,-7
Monreal,4,1,340,2019-04-21T15:00:00Z,True,0,6,0,0,66,44,22,39,16,23,27,21
Monreal,4,1,309,2019-04-24T18:45:00Z,False,0,19,90,0,66,44,22,48,28,20,18,-6
Monreal,4,1,354,2019-04-28T11:00:00Z,False,0,10,0,0,66,44,22,48,23,25,18,-1
Monreal,4,1,360,2019-05-05T15:30:00Z,True,0,2,90,6,66,44,22,35,23,12,31,32
Monreal,4,1,371,2019-05-12T14:00:00Z,False,0,3,90,2,67,45,22,40,23,17,27,-1
Holding,5,1,0,2018-08-12T15:00:00Z,True,0,12,0,0,0,0,0,0,0,0,0,0
Holding,5,1,13,2018-08-18T16:30:00Z,False,0,5,0,0,0,0,0,3,0,3,-3,0
Holding,5,1,20,2018-08-25T14:00:00Z,True,0,18,0,0,0,0,0,0,0,0,0,0
Holding,5,1,32,2018-09-02T12:30:00Z,False,0,4,0,0,3,3,0,2,1,1,1,-1
Holding,5,1,45,2018-09-15T14:00:00Z,False,0,14,0,0,6,3,3,1,0,1,5,3
Holding,5,1,50,2018-09-23T15:00:00Z,True,0,7,51,1,9,3,6,6,4,2,3,1
Holding,5,1,60,2018-09-29T14:00:00Z,True,0,17,90,9,12,6,6,13,9,4,-1,2
Holding,5,1,73,2018-10-07T11:00:00Z,False,0,8,90,2,15,9,6,5,4,1,10,2
Holding,5,1,80,2018-10-22T19:00:00Z,True,0,10,90,1,18,9,9,12,6,6,6,3
Holding,5,1,92,2018-10-28T13:30:00Z,False,0,6,90,1,21,12,9,7,1,6,14,8
Holding,5,1,100,2018-11-03T17:30:00Z,True,0,11,90,4,22,12,10,26,13,13,-4,-1
Holding,5,1,110,2018-11-11T16:30:00Z,True,0,19,90,2,23,13,10,15,8,7,8,6
Holding,5,1,120,2018-11-25T13:30:00Z,False,0,1,90,2,24,14,10,20,11,9,4,-1
Holding,5,1,130,2018-12-02T14:05:00Z,True,0,16,90,1,27,14,13,30,9,21,-3,-7
Holding,5,1,144,2018-12-05T20:00:00Z,False,0,13,35,1,30,17,13,22,11,11,8,2
Holding,5,1,150,2018-12-08T15:00:00Z,True,0,9,0,0,31,17,14,10,5,5,21,12
Holding,5,1,166,2018-12-16T13:30:00Z,False,0,15,0,0,34,20,14,9,5,4,25,9
Holding,5,1,170,2018-12-22T12:30:00Z,True,0,3,0,0,34,20,14,12,7,5,22,15
Holding,5,1,180,2018-12-26T17:15:00Z,False,0,2,0,0,37,23,14,21,14,7,16,0
Holding,5,1,195,2018-12-29T17:30:00Z,False,0,11,0,0,38,23,15,51,25,26,-13,-10
Holding,5,1,200,2019-01-01T15:00:00Z,True,0,8,0,0,38,23,15,14,12,2,24,21
Holding,5,1,219,2019-01-12T12:30:00Z,False,0,18,0,0,41,26,15,28,14,14,13,1
Holding,5,1,220,2019-01-19T17:30:00Z,True,0,5,0,0,41,26,15,47,25,22,-6,4
Holding,5,1,230,2019-01-29T19:45:00Z,True,0,4,0,0,44,29,15,19,14,5,25,24
Holding,5,1,247,2019-02-03T16:30:00Z,False,0,12,0,0,47,32,15,56,33,23,-9,-18
Holding,5,1,253,2019-02-09T15:00:00Z,False,0,9,0,0,47,32,15,11,5,6,36,10
Holding,5,1,260,2019-02-24T14:05:00Z,True,0,15,0,0,50,32,18,24,12,12,26,20
Holding,5,1,270,2019-02-27T19:45:00Z,True,0,1,0,0,53,35,18,34,25,9,19,26
Holding,5,1,286,2019-03-02T12:30:00Z,False,0,16,0,0,56,38,18,60,27,33,-4,-9
Holding,5,1,290,2019-03-10T16:30:00Z,True,0,13,0,0,57,38,19,58,29,29,-1,9
Holding,5,1,310,2019-04-01T19:00:00Z,True,0,14,0,0,60,41,19,35,22,13,25,28
Holding,5,1,322,2019-04-07T13:05:00Z,False,0,7,0,0,63,44,19,43,25,18,20,-6
Holding,5,1,339,2019-04-15T19:00:00Z,False,0,17,0,0,63,44,19,46,26,20,17,-7
Holding,5,1,340,2019-04-21T15:00:00Z,True,0,6,0,0,66,44,22,39,16,23,27,21
Holding,5,1,309,2019-04-24T18:45:00Z,False,0,19,0,0,66,44,22,48,28,20,18,-6
Holding,5,1,354,2019-04-28T11:00:00Z,False,0,10,0,0,66,44,22,48,23,25,18,-1
Holding,5,1,360,2019-05-05T15:30:00Z,True,0,2,0,0,66,44,22,35,23,12,31,32
Holding,5,1,371,2019-05-12T14:00:00Z,False,0,3,0,0,67,45,22,40,23,17,27,-1
Mustafi,6,1,0,2018-08-12T15:00:00Z,True,0,12,90,1,0,0,0,0,0,0,0,0
Mustafi,6,1,13,2018-08-18T16:30:00Z,False,0,5,90,0,0,0,0,3,0,3,-3,0
Mustafi,6,1,20,2018-08-25T14:00:00Z,True,0,18,90,2,0,0,0,0,0,0,0,0
Mustafi,6,1,32,2018-09-02T12:30:00Z,False,0,4,90,8,3,3,0,2,1,1,1,-1
Mustafi,6,1,45,2018-09-15T14:00:00Z,False,0,14,90,2,6,3,3,1,0,1,5,3
Mustafi,6,1,50,2018-09-23T15:00:00Z,True,0,7,90,6,9,3,6,6,4,2,3,1
Mustafi,6,1,60,2018-09-29T14:00:00Z,True,0,17,90,5,12,6,6,13,9,4,-1,2
Mustafi,6,1,73,2018-10-07T11:00:00Z,False,0,8,90,2,15,9,6,5,4,1,10,2
Mustafi,6,1,80,2018-10-22T19:00:00Z,True,0,10,90,2,18,9,9,12,6,6,6,3
Mustafi,6,1,92,2018-10-28T13:30:00Z,False,0,6,90,1,21,12,9,7,1,6,14,8
Mustafi,6,1,100,2018-11-03T17:30:00Z,True,0,11,90,2,22,12,10,26,13,13,-4,-1
Mustafi,6,1,110,2018-11-11T16:30:00Z,True,0,19,90,2,23,13,10,15,8,7,8,6
Mustafi,6,1,120,2018-11-25T13:30:00Z,False,0,1,90,2,24,14,10,20,11,9,4,-1
Mustafi,6,1,130,2018-12-02T14:05:00Z,True,0,16,70,0,27,14,13,30,9,21,-3,-7
Mustafi,6,1,144,2018-12-05T20:00:00Z,False,0,13,90,7,30,17,13,22,11,11,8,2
Mustafi,6,1,150,2018-12-08T15:00:00Z,True,0,9,65,5,31,17,14,10,5,5,21,12
Mustafi,6,1,166,2018-12-16T13:30:00Z,False,0,15,0,0,34,20,14,9,5,4,25,9
Mustafi,6,1,170,2018-12-22T12:30:00Z,True,0,3,0,0,34,20,14,12,7,5,22,15
Mustafi,6,1,180,2018-12-26T17:15:00Z,False,0,2,0,0,37,23,14,21,14,7,16,0
Mustafi,6,1,195,2018-12-29T17:30:00Z,False,0,11,45,-1,38,23,15,51,25,26,-13,-10
Mustafi,6,1,200,2019-01-01T15:00:00Z,True,0,8,45,1,38,23,15,14,12,2,24,21
Mustafi,6,1,219,2019-01-12T12:30:00Z,False,0,18,58,0,41,26,15,28,14,14,13,1
Mustafi,6,1,220,2019-01-19T17:30:00Z,True,0,5,0,0,41,26,15,47,25,22,-6,4
Mustafi,6,1,230,2019-01-29T19:45:00Z,True,0,4,90,2,44,29,15,19,14,5,25,24
Mustafi,6,1,247,2019-02-03T16:30:00Z,False,0,12,78,1,47,32,15,56,33,23,-9,-18
Mustafi,6,1,253,2019-02-09T15:00:00Z,False,0,9,90,2,47,32,15,11,5,6,36,10
Mustafi,6,1,260,2019-02-24T14:05:00Z,True,0,15,90,6,50,32,18,24,12,12,26,20
Mustafi,6,1,270,2019-02-27T19:45:00Z,True,0,1,0,0,53,35,18,34,25,9,19,26
Mustafi,6,1,286,2019-03-02T12:30:00Z,False,0,16,90,2,56,38,18,60,27,33,-4,-9
Mustafi,6,1,290,2019-03-10T16:30:00Z,True,0,13,0,0,57,38,19,58,29,29,-1,9
Mustafi,6,1,310,2019-04-01T19:00:00Z,True,0,14,90,8,60,41,19,35,22,13,25,28
Mustafi,6,1,322,2019-04-07T13:05:00Z,False,0,7,90,1,63,44,19,43,25,18,20,-6
Mustafi,6,1,339,2019-04-15T19:00:00Z,False,0,17,90,7,63,44,19,46,26,20,17,-7
Mustafi,6,1,340,2019-04-21T15:00:00Z,True,0,6,90,0,66,44,22,39,16,23,27,21
Mustafi,6,1,309,2019-04-24T18:45:00Z,False,0,19,0,0,66,44,22,48,28,20,18,-6
Mustafi,6,1,354,2019-04-28T11:00:00Z,False,0,10,90,1,66,44,22,48,23,25,18,-1
